StockCode,Description,TotalUnitsSold,TotalRevenue,ProductPopularityScore
35610C,Thrown away.,-1121,0.0,-0.0
90075,MONTANA DIAMOND CLUSTER NECKLACE,4,37.66,150.64
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5,14375.0
23086,ZINC STAR T-LIGHT HOLDER,8,10.0,80.0
23323,WHITE WICKER STAR,1470,3148.879999999995,4628853.599999993
20622,VIP PASSPORT COVER,43,94.04,4043.7200000000003
35638B,PINK/BLUE STRING CURTAIN,57,128.32999999999998,7314.8099999999995
72821,,-2,0.0,-0.0
35815P,,-23,0.0,-0.0
84706D,,-5,0.0,-0.0
85123A,WHITE HANGING HEART T-LIGHT HOLDER,35025,97715.98999999971,3.42250254974999E9
22631,CIRCUS PARADE LUNCH BOX,3651,7143.020000000001,2.6079166020000003E7
21061,PARTY INVITES FOOTBALL,488,451.6999999999999,220429.59999999995
20713,JUMBO BAG OWLS,11201,22599.529999999955,2.531373355299995E8
22918,HERB MARKER PARSLEY,1862,1270.7999999999984,2366229.599999997
22359,GLASS JAR KINGS CHOICE,186,599.8699999999999,111575.81999999998
84913A,SOFT PINK ROSE TOWEL,273,952.8299999999992,260122.5899999998
17129F,BLUE GLASS GEMS IN BAG,586,552.13,323548.18
72133,COLUMBIAN CANDLE RECTANGLE,45,63.510000000000005,2857.9500000000003
90129D,AMBER GLASS TASSLE BAG CHARM,14,33.44,468.15999999999997
90019C,SILVER BLACK ORBIT BRACELET,13,68.72999999999999,893.4899999999999
22707,WRAP MONSTER FUN,1257,527.94,663620.5800000001
23128,DOLLCRAFT BOY JEAN-PAUL,82,373.9,30659.8
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109,136.25,14851.25
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,3251.25
85167B,DAMAGED,-1,0.0,-0.0
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,739.84
23282,FOLDING MIRROR IVORY,18,14.939999999999998,268.91999999999996
84660a,WHITE STITCHED WALL CLOCK,4,29.84,119.36
37327,sold as set on dotcom,-95,0.0,-0.0
23345,DOLLY GIRL BEAKER,2448,2882.500000000002,7056360.000000005
21826,,2,0.0,0.0
84726,,-14,0.0,-0.0
17014A,,11,0.0,0.0
82613B,,-71,0.0,-0.0
35916C,,-32,0.0,-0.0
DCGS0070,,-8,0.0,-0.0
84991,60 TEATIME FAIRY CAKE CASES,18040,9088.019999999988,1.6394788079999977E8
21175,GIN + TONIC DIET METAL SIGN,9697,22061.240000000063,2.1392784428000063E8
22654,DELUXE SEWING KIT,1379,9705.600000000002,1.3384022400000002E7
35004B,SET OF 3 BLACK FLYING DUCKS,547,2798.0099999999984,1530511.469999999
22920,HERB MARKER BASIL,1900,1314.889999999998,2498290.9999999963
21664,RIDGED GLASS STORAGE JAR CREAM LID,99,353.97,35043.030000000006
22207,FRYING PAN UNION FLAG,1259,5555.589999999998,6994487.809999998
22422,TOOTHPASTE TUBE PEN,1274,776.75,989579.5
22741,FUNKY DIVA PEN,8496,7320.510000000013,6.219505296000011E7
82613D,METAL SIGN CUPCAKE SINGLE HOOK,677,527.0899999999999,356839.92999999993
22846,BREAD BIN DINER STYLE RED,639,10259.919999999991,6556088.879999994
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5074,1907.2900000000027,9677589.460000014
75049L,LARGE CIRCULAR MIRROR MOBILE,6886,6623.780000000001,4.5611349080000006E7
90198B,VINTAGE ROSE BEAD BRACELET BLACK,36,152.4,5486.400000000001
17109D,FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994,1973.3499999999997
84596F,SMALL MARSHMALLOWS PINK BOWL,3732,1945.2800000000007,7259784.960000003
22849,"BREAD BIN, DINER STYLE, MINT",4,59.8,239.2
20794,BLUE  TILE HOOK,90,259.84000000000003,23385.600000000002
22856,ASSORTED EASTER DECORATIONS  BELLS,548,703.3199999999999,385419.36
21198,WHITE HEART CONFETTI IN TUBE,957,948.7099999999996,907915.4699999996
37413,ICON MUG REVOLUTIONARY,703,284.49,199996.47
44242B,PINK FEATHERS CURTAIN,52,50.28,2614.56
84629,WHITE 3 FRAME BIRDS AND TREE,19,145.05,2755.9500000000003
23249,VINTAGE RED ENAMEL TRIM PLATE,787,1338.3899999999994,1053312.9299999995
85036a,GARDENIA 1 WICK MORRIS BOXED CANDLE,2,16.58,33.16
90127A,PINK BEADS+HAND PHONE CHARM,2,4.92,9.84
37464,,-16,0.0,-0.0
22865,,-9,0.0,-0.0
35004C,,-210,0.0,-0.0
22791,,-70,0.0,-0.0
20760,,31,0.0,0.0
47344B,,-16,0.0,-0.0
22726,,-4,0.0,-0.0
84576,,-10,0.0,-0.0
85132B,,-42,0.0,-0.0
D,Discount,-1194,-5696.219999999999,6801286.679999999
20966,SANDWICH BATH SPONGE,719,1022.8000000000005,735393.2000000004
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2614,5451.689999999995,1.4250717659999987E7
22296,HEART IVORY TRELLIS LARGE,3155,5272.470000000003,1.6634642850000009E7
22071,SMALL WHITE RETROSPOT MUG IN BOX,444,1207.5500000000002,536152.2000000001
72799F,IVORY PILLAR CANDLE GOLD FLOCK,145,424.08000000000004,61491.600000000006
20719,WOODLAND CHARLOTTE BAG,13198,16672.350000000013,2.2004167530000016E8
21069,VINTAGE BILLBOARD TEA MUG,1249,1508.7100000000003,1884378.7900000003
35598B,BLACK CHRISTMAS TREE 60CM,558,460.6400000000001,257037.12000000005
21820,GLITTER HEART GARLAND WITH BELLS,302,1267.2199999999998,382700.43999999994
84763,ZINC FINISH 15CM PLANTER POTS,601,748.3399999999999,449752.33999999997
85130D,BEADED CRYSTAL HEART PINK LARGE,565,569.2899999999998,321648.8499999999
47579,TEA TIME BREAKFAST BASKET,1,2.1,2.1
84711A,SILVER OVAL SHAPE TRINKET BOX,25,221.8,5545.0
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,3.36,3.36
22703,PINK CAT BOWL,360,583.3299999999997,209998.7999999999
90188,DROP EARRINGS W FLOWER & LEAF,10,25.13,251.29999999999998
84818,DANISH ROSE PHOTO FRAME,1329,1360.1500000000008,1807639.350000001
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,926,2663.620000000001,2466512.1200000006
72800C,4 PINK DINNER CANDLE SILVER FLOCK,132,264.81999999999994,34956.23999999999
85130C,BEADED CRYSTAL HEART BLUE  LARGE,483,438.8700000000001,211974.21000000005
20756,GREEN FERN POCKET BOOK,63,53.550000000000004,3373.65
20796,SMALL BLUE PROVENCAL CERAMIC BALL,62,103.94,6444.28
22900,SET 2 TEA TOWELS I LOVE LONDON,1922,6348.680000000004,1.2202162960000008E7
84402B,PURPLE DRESS JEWELLERY STAND,61,48.19,2939.5899999999997
22139,,59,0.0,0.0
22470,,-4,0.0,-0.0
DOT,,1000,0.0,0.0
21621,,-30,0.0,-0.0
15056BL,EDWARDIAN PARASOL BLACK,2714,15176.34,4.118858676E7
21363,HOME SMALL WOOD LETTERS,231,1344.5400000000013,310588.7400000003
22127,PARTY CONES CARNIVAL ASSORTED,404,504.88,203971.52
22758,LARGE PURPLE BABUSHKA NOTEBOOK,1197,1112.7499999999998,1331961.7499999998
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,249,551.96,137438.04
47471,RAINBOW PEGS PHOTO CLIP STRING,292,191.18000000000004,55824.56000000001
21415,CLAM SHELL SMALL,223,454.41999999999985,101335.65999999996
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,19,158.23,3006.37
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,172.05,8774.550000000001
22390,PAPERWEIGHT CHILDHOOD MEMORIES,268,445.44000000000017,119377.92000000004
84968A,SET OF 16 VINTAGE ROSE CUTLERY,257,3011.8,774032.6000000001
84531A,PINK KNITTED EGG COSY,147,76.69000000000001,11273.430000000002
90212B,JET BLACK LAS VEGAS BRACELET ROUND,10,37.62,376.2
84875B,GREEN SQUARE COMPACT MIRROR,131,203.51,26659.809999999998
90160D,PINK BOUDICCA LARGE BRACELET,38,264.7,10058.6
85232A,SET/3 POLKADOT STACKING TINS,75,374.7,28102.5
21747,SMALL SKULL WINDMILL,473,630.6099999999999,298278.52999999997
90038A,GLASS AND PAINTED BEADS BRACELET TO,15,56.15,842.25
15058C,ICE CREAM DESIGN GARDEN PARASOL,240,1429.8199999999997,343156.79999999993
23008,DOLLY GIRL BABY GIFT SET,428,6634.859999999993,2839720.0799999973
23168,CLASSIC SUGAR DISPENSER,216,247.32,53421.119999999995
23221,REINDEER HEART DECORATION SILVER,1479,1315.7300000000014,1945964.670000002
23036,T-LIGHT HOLDER SILVER PETIT FOUR,185,233.67000000000002,43228.950000000004
23203,JUMBO BAG VINTAGE DOILY,10896,23491.719999999917,2.559657811199991E8
21801,,-33,0.0,-0.0
85136B,,-4,0.0,-0.0
84750A,,-10,0.0,-0.0
21363,,-19,0.0,-0.0
37477B,,-11,0.0,-0.0
21258,VICTORIAN SEWING BOX LARGE,474,6995.049999999997,3315653.699999999
21448,12 DAISY PEGS IN WOOD BOX,349,600.8700000000001,209703.63000000003
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3088,4735.1399999999985,1.4622112319999995E7
C2,CARRIAGE,140,6986.0,978040.0
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,394,1817.9599999999996,716276.2399999999
22841,ROUND CAKE TIN VINTAGE GREEN,518,4006.370000000004,2075299.660000002
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,8,95.25,762.0
84508C,BLUE CIRCLES DESIGN TEDDY,57,157.5,8977.5
22715,CARD WEDDING DAY,1543,645.6400000000006,996222.5200000008
18094C,WHITE AND BLUE CERAMIC OIL BURNER,192,283.92999999999995,54514.55999999999
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,4.65
22868,NUMBER TILE COTTAGE GARDEN 0,64,146.6,9382.4
90148,LONG SILVER NECKLACE PASTEL FLOWER,7,88.98,622.86
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,12,102.0,1224.0
22980,PANTRY SCRUBBING BRUSH,2285,3790.910000000005,8662229.35000001
84873A,FUNKY FLOWER PICNIC BAG FOR 4,2,33.9,67.8
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1628,2002.1899999999998,3259565.32
23289,DOLLY GIRL CHILDRENS BOWL,1610,1998.7000000000007,3217907.0000000014
85103,stock creditted wrongly,-32,0.0,-0.0
22143,,-1,0.0,-0.0
35954,,-314,0.0,-0.0
84508B,,-23,0.0,-0.0
84876B,,-59,0.0,-0.0
48194,DOORMAT HEARTS,3418,22114.719999999987,7.558811295999995E7
22151,PLACE SETTING WHITE HEART,14260,6010.329999999996,8.570730579999995E7
22091,EMPIRE TISSUE BOX,1984,1024.4699999999996,2032548.479999999
90166,PINK & WHITE ROSEBUD RING,21,88.03999999999999,1848.84
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,33,108.71000000000001,3587.4300000000003
21723,ALPHABET HEARTS STICKER SHEET,401,353.48000000000013,141745.48000000004
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,227,661.9300000000001,150258.11000000002
21289,LARGE STRIPES CHOCOLATE GIFT BAG,547,683.75,374011.25
22721,SET OF 3 CAKE TINS SKETCHBOOK,1022,4678.709999999999,4781641.619999999
47518F,ICON PLACEMAT POP ART ELVIS,827,113.63999999999999,93980.27999999998
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,9.779999999999998,58.679999999999986
84997C,CHILDRENS CUTLERY POLKADOT BLUE,2577,10132.009999999997,2.6110189769999992E7
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3,25.32,75.96000000000001
85172,?sold as sets?,-600,0.0,-0.0
84227,HEN HOUSE W CHICK IN NEST,1,0.42,0.42
23159,SET OF 5 PANCAKE DAY MAGNETS,2296,4719.760000000003,1.0836568960000006E7
23108,SET OF 10 LED DOLLY LIGHTS,2157,12985.420000000002,2.8009550940000005E7
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,5,21.15,105.75
23291,DOLLY GIRL CHILDRENS CUP,1625,2047.780000000001,3327642.500000002
23330,DECORATIVE WICKER HEART MEDIUM,1798,2291.9700000000007,4120962.0600000015
22469,,-45,0.0,-0.0
72789,,-2,0.0,-0.0
22084,,-129,0.0,-0.0
85087,,-16,0.0,-0.0
84761,,-11,0.0,-0.0
82482,WOODEN PICTURE FRAME WHITE FINISH,8773,22531.70999999995,1.9767069182999954E8
21934,SKULL SHOULDER BAG,2411,4463.78,1.076217358E7
85014B,RED RETROSPOT UMBRELLA,1913,10970.049999999997,2.0985705649999995E7
22321,BIRD DECORATION RED RETROSPOT,916,880.4799999999996,806519.6799999996
22314,OFFICE MUG WARMER CHOC+BLUE,569,1756.170000000001,999260.7300000006
90022,EDWARDIAN DROP EARRINGS JET BLACK,20,75.19999999999999,1503.9999999999998
22733,3D TRADITIONAL CHRISTMAS STICKERS,1583,2095.080000000001,3316511.6400000015
22893,MINI CAKE STAND T-LIGHT HOLDER,1851,922.2000000000005,1706992.200000001
85124B,BLUE JUICY FRUIT PHOTO FRAME,87,248.76,21642.12
21642,ASSORTED TUTTI FRUTTI PEN,2354,784.4799999999998,1846665.9199999995
46776C,WOVEN FROST CUSHION COVER,117,492.78999999999985,57656.429999999986
46776E,WOVEN CANDY CUSHION COVER,67,288.43,19324.81
85096,HILDA CANDY SPOT RABBIT,25,109.22999999999999,2730.7499999999995
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,142,217.88999999999996,30940.379999999994
90142D,MOP PENDANT SHELL NECKLACE,10,49.64,496.4
84745A,PINK HANGING GINGHAM EASTER HEN,32,13.44,430.08
23182,TOILET SIGN OCCUPIED OR VACANT,3763,3706.4700000000066,1.3947446610000025E7
23199,JUMBO BAG APPLES,14197,29166.39999999987,4.1407538079999816E8
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,3.73,3.73
23066,SMALL JEWELLERY STAND,16,132.0,2112.0
23035,DRAWER KNOB CERAMIC IVORY,2164,3160.8400000000015,6840057.7600000035
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,284,454.31999999999994,129026.87999999998
23294,SET OF 6 SNACK LOAF BAKING CASES,4407,3620.260000000003,1.5954485820000013E7
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,28,5.32,148.96
85215,,120,0.0,0.0
62095B,,2,0.0,0.0
21324,,-11,0.0,-0.0
85144,,-38,0.0,-0.0
22519,,-19,0.0,-0.0
48116,,-27,0.0,-0.0
84800M,,-124,0.0,-0.0
22948,METAL DECORATION NAUGHTY CHILDREN,1589,1594.789999999999,2534121.3099999987
85129D,BEADED CRYSTAL HEART PINK SMALL,208,343.99,71549.92
90214G,"\"LETTER \"\"G\"\" BLING KEY RING\"",60,40.19999999999999,2411.999999999999
22342,HOME GARLAND PAINTED ZINC,961,1071.38,1029596.18
35241,ENAMEL BLUE RIM BISCUIT BIN,103,530.49,54640.47
85179A,GREEN BITTY LIGHT CHAIN,193,380.7899999999999,73492.46999999999
22679,FRENCH BLUE METAL DOOR SIGN 4,752,1011.78,760858.5599999999
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,17.66,105.96000000000001
85180B,PINK HEARTS LIGHT CHAIN,271,587.1999999999998,159131.19999999995
16207A,PINK STRAWBERRY HANDBAG,60,163.09999999999994,9785.999999999996
90041,PEARL AND CHERRY QUARTZ BRACLET,5,18.27,91.35
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,14,11.06,154.84
22796,Not rcvd in 10/11/2010 delivery,-360,0.0,-0.0
23118,PARISIENNE JEWELLERY DRAWER,789,5922.180000000002,4672600.020000001
37471,sold as set on dotcom,-12,0.0,-0.0
23293,SET OF 12 FAIRY CAKE BAKING CASES,8454,6975.430000000004,5.8970285220000036E7
85167B,,-24,0.0,-0.0
84748,,-52,0.0,-0.0
17013D,,-29,0.0,-0.0
21051,,-27,0.0,-0.0
21765,,-2,0.0,-0.0
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1891,2577.2800000000007,4873636.480000001
20866,BLUE ROSE FABRIC MIRROR,478,583.7499999999999,279032.49999999994
21694,SMALL REGAL  SILVER CANDLEPOT,307,840.3299999999999,257981.30999999997
20700,GREEN CAT FLORAL CUSHION COVER,73,345.1699999999999,25197.409999999993
22840,ROUND CAKE TIN VINTAGE RED,896,6769.64,6065597.44
84922,PINK BUTTERFLY WASHBAG,9,42.29,380.61
82011A,"BATHROOM SCALES, TROPICAL BEACH",18,67.5,1215.0
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,459,218.87,100461.33
20871,OPULENT VELVET SET/3 CANDLES,2,8.42,16.84
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10,49.760000000000005,497.6
62086A,PINK RETRO BIG FLOWER BAG,88,171.60000000000002,15100.800000000003
17109D,Adjustment,14,0.0,0.0
23244,STORAGE TIN VINTAGE LEAF,60,117.0,7020.0
23114,Damaged,-1440,0.0,-0.0
90209A,PURPLE ENAMEL+GLASS HAIR COMB,78,151.2,11793.599999999999
85150,,118,0.0,0.0
16202B,,-9,0.0,-0.0
21144,,-63,0.0,-0.0
84809A,,-126,0.0,-0.0
85049A,TRADITIONAL CHRISTMAS RIBBONS,2993,3832.3600000000015,1.1470253480000004E7
21243,PINK  POLKADOT PLATE,2057,3436.0799999999977,7068016.559999995
22942,CHRISTMAS LIGHTS 10 SANTAS,533,3864.6900000000014,2059879.7700000007
22554,PLASTERS IN TIN WOODLAND ANIMALS,7784,13296.920000000013,1.035032252800001E8
20682,RED RETROSPOT CHILDRENS UMBRELLA,1225,4125.830000000002,5054141.750000002
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",11,101.53,1116.83
46776B,WOVEN BERRIES CUSHION COVER,161,679.6699999999997,109426.86999999995
90214E,"\"LETTER \"\"E\"\" BLING KEY RING\"",72,53.19999999999999,3830.399999999999
85014b,RED RETROSPOT UMBRELLA,25,313.06000000000006,7826.500000000002
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,270,932.42,251753.4
84751B,BLACK MEDIUM GLASS CAKE STAND,18,37.89999999999999,682.1999999999998
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,7,64.03999999999999,448.28
22595,GINGHAM HEART DECORATION,6152,5125.459999999994,3.153182991999996E7
85175,dotcom sold sets,-345,0.0,-0.0
16202A,PASTEL PINK PHOTO ALBUM,7,3.5,24.5
90159,COTE D'AZURE NECKLACE,6,29.79,178.74
23043,PAPER LANTERN 9 POINT HOLLY STAR L,75,506.01,37950.75
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2,5.8,11.6
17091A,,84,0.0,0.0
47591A,,-6,0.0,-0.0
75131,,-48,0.0,-0.0
22813,PACK 3 BOXES BIRD PANNETONE,2168,4188.940000000004,9081621.92000001
21327,SKULLS WRITING SET,864,1484.1299999999997,1282288.3199999996
22419,LIPSTICK PEN RED,3341,1674.3599999999997,5594036.759999999
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,37,399.02,14763.74
20931,BLUE POT PLANT CANDLE,284,1015.8499999999999,288501.39999999997
21171,BATHROOM METAL SIGN,438,613.1399999999999,268555.31999999995
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,16172,17837.450000000004,2.884672414000001E8
20695,FLORAL BLUE MONSTER,5,21.25,106.25
15058A,BLUE POLKADOT GARDEN PARASOL,195,1631.1400000000003,318072.30000000005
84766,SILVER ROCOCO CANDLE STICK,131,303.45,39751.95
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,15.21
23006,TRAVEL CARD WALLET FLOWER MEADOW,1686,732.5099999999998,1235011.8599999996
85049D,?,-100,0.0,-0.0
23207,LUNCH BAG ALPHABET DESIGN,7403,12700.600000000002,9.402254180000001E7
47566B,reverse previous adjustment,-1300,0.0,-0.0
23339,EGG FRYING PAN BLUE,175,405.00000000000006,70875.00000000001
DCGS0003,ebay,-7,0.0,-0.0
21040,,-25,0.0,-0.0
21186,,2,0.0,0.0
84675,,2,0.0,0.0
20689,,-5,0.0,-0.0
16162M,,-84,0.0,-0.0
77079,,4,0.0,0.0
20749,ASSORTED COLOUR MINI CASES,1762,12550.56999999997,2.2114104339999948E7
22664,TOY TIDY DOLLY GIRL DESIGN,701,1447.65,1014802.65
22573,STAR WOODEN CHRISTMAS DECORATION,2689,2427.2500000000036,6526875.25000001
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,587,2628.3499999999995,1542841.4499999997
84946,ANTIQUE SILVER TEA GLASS ETCHED,4539,6454.26,2.929588614E7
21015,DARK BIRD HOUSE TREE DECORATION,1481,588.9699999999999,872264.5699999998
22284,HEN HOUSE DECORATION,941,1620.1699999999983,1524579.9699999983
21263,GREEN GOOSE FEATHER TREE 60CM,169,353.0699999999999,59668.82999999998
22937,BAKING MOULD CUPCAKE CHOCOLATE,12,30.599999999999998,367.2
35607A,PINK FLUFFY CHRISTMAS DECORATION,26,7.82,203.32
85135A,YELLOW DRAGONFLY HELICOPTER,19,151.05,2869.9500000000003
23230,WRAP ALPHABET DESIGN,7926,3196.92,2.533878792E7
85132b,CHARLIE AND LOLA TABLE TINS,9,74.60999999999999,671.4899999999999
23026,DRAWER KNOB VINTAGE GLASS STAR,543,1171.92,636352.56
23346,SPACEBOY BEAKER,2626,3109.8400000000015,8166439.840000004
72803B,,1,0.0,0.0
21429,,-83,0.0,-0.0
84804B,,-96,0.0,-0.0
10123C,,-18,0.0,-0.0
22623,BOX OF VINTAGE JIGSAW BLOCKS,924,5163.009999999997,4770621.2399999965
21533,RETROSPOT LARGE MILK JUG,1329,6553.3199999999915,8709362.279999988
22168,ORGANISER WOOD ANTIQUE WHITE,131,1094.8,143418.8
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,75,80.85000000000001,6063.750000000001
20867,PINK ROSE FABRIC MIRROR,331,393.4700000000001,130238.57000000002
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,592,343.57,203393.44
79030D,"TUMBLER, BAROQUE",56,84.04,4706.240000000001
20735,BLACK MINI TAPE MEASURE,624,625.8,390499.19999999995
90051,CRACKED GLAZE NECKLACE RED,10,70.16,701.5999999999999
21058,PARTY INVITES WOODLAND,1145,958.0100000000004,1096921.4500000004
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,582,309.29999999999995,180012.59999999998
72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,159,658.5099999999998,104703.08999999997
22398,MAGNETS PACK OF 4 SWALLOWS,2492,1484.5099999999989,3699398.919999997
21445,12 PINK ROSE PEG PLACE SETTINGS,210,262.5,55125.0
47348A,FUSCHIA VOILE POINTY SHOE DEC,97,50.31,4880.070000000001
85032A,ROMANTIC IMAGES GIFT WRAP SET,790,777.1400000000001,613940.6000000001
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,17,141.10999999999999,2398.87
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",174,80.46000000000001,14000.04
20701,PINK CAT FLORAL CUSHION COVER,25,100.97000000000001,2524.2500000000005
20914,SET/5 RED SPOTTY LID GLASS BOWLS,288,734.4,211507.19999999998
22351,Given away,-1400,0.0,-0.0
DCGS0069,OOH LA LA DOGS COLLAR,1,15.79,15.79
90036A,FLOWER GARLAND NECKLACE RED,6,47.7,286.20000000000005
22128,sold as set on dotcom,-24,0.0,-0.0
23269,SET OF 2 CERAMIC CHRISTMAS TREES,786,1163.1300000000003,914220.1800000003
20956,,288,0.0,0.0
21784,,-4,0.0,-0.0
22435,SET OF 9 HEART SHAPED BALLOONS,2754,3441.750000000001,9478579.500000002
22569,FELTCRAFT CUSHION BUTTERFLY,2571,9474.95,2.4360096450000003E7
22938,CUPCAKE LACE PAPER SET 6,2307,4371.630000000005,1.0085350410000011E7
21651,HANGING GLASS ETCHED TEALIGHT,133,208.46999999999997,27726.509999999995
22676,FRENCH BLUE METAL DOOR SIGN 1,1172,1567.1400000000006,1836688.0800000005
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1173,5031.629999999997,5902101.9899999965
84247G,"DECOUPAGE,GREETING CARD,",357,158.63000000000005,56630.91000000002
18098c,PORCELAIN BUTTERFLY OIL BURNER,52,263.12,13682.24
84247K,"FOLK ART GREETING CARD,pack/12",12,35.4,424.79999999999995
22880,NUMBER TILE VINTAGE FONT 1,99,200.58999999999997,19858.409999999996
22201,FRYING PAN BLUE POLKADOT,192,708.3,135993.59999999998
16015,MEDIUM CHINESE STYLE SCISSOR,662,289.98,191966.76
21160,KEEP OUT GIRLS DOOR HANGER,1,3.36,3.36
16045,POPART WOODEN PENCILS ASST,8900,380.0,3382000.0
22046,TEA PARTY  WRAPPING PAPER,2216,914.72,2027019.52
35443,RASTA IN BATH W SPLIFF ASHTRAY,8,6.8,54.4
21661,VINTAGE GLASS TEA CADDY,3,17.85,53.550000000000004
21897,POTTING SHED CANDLE CITRONELLA,405,1268.1899999999998,513616.94999999995
84800S,SMALL WHITE/PINK ROSE ART FLOWER,111,125.07,13882.769999999999
90202B,WHITE ENAMEL FLOWER HAIR TIE,11,31.949999999999996,351.44999999999993
40016,damaged stock,-1100,0.0,-0.0
84823,,-2,0.0,-0.0
21717,,-37,0.0,-0.0
21613,,-47,0.0,-0.0
84876C,,-19,0.0,-0.0
22480,,-24,0.0,-0.0
22785,SQUARECUSHION COVER PINK UNION FLAG,72,506.34000000000003,36456.48
21498,RED RETROSPOT WRAP,10501,4301.42,4.516921142E7
21524,DOORMAT SPOTTY HOME SWEET HOME,1751,13563.509999999977,2.374970600999996E7
85019A,ROMANTIC IMAGES NOTEBOOK SET,414,564.3499999999999,233640.89999999997
22432,WATERING CAN PINK BUNNY,1707,3323.3199999999974,5672907.239999996
21808,"CHRISTMAS GARLAND STARS,TREES",181,641.58,116125.98000000001
22725,ALARM CLOCK BAKELIKE CHOCOLATE,1934,7981.1,1.54354474E7
35967,FOLK ART METAL STAR T-LIGHT HOLDER,485,252.33000000000004,122380.05000000002
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,554,508.3699999999998,281636.97999999986
84658,WHITE STITCHED CUSHION COVER,59,426.13,25141.67
22332,SKULLS PARTY BAG + STICKER SET,1009,1640.0500000000004,1654810.4500000004
90081A,LILY BROOCH AMETHYST COLOUR,15,74.25,1113.75
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,651,1147.41,746963.91
22334,DINOSAUR PARTY BAG + STICKER SET,707,1160.71,820621.97
21066,VINTAGE RED MUG,691,679.72,469686.52
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,406.4
22684,FRENCH BLUE METAL DOOR SIGN 9,530,712.3199999999998,377529.5999999999
47586A,PINK FAIRY CAKE CUSHION COVER,21,53.55,1124.55
21666,RIDGED GLASS T-LIGHT HOLDER,412,283.51000000000005,116806.12000000002
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,584,1370.4,800313.6000000001
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,3148.75
20793,BLUE TILED TRAY,3,20.25,60.75
47594B,SCOTTIES DESIGN WASHBAG,166,306.74999999999983,50920.49999999997
90123C,GREEN HEART OF GLASS BRACELET,14,83.28999999999999,1166.06
